id,song,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence
3221,9382,0.0543,0.6250,0.5760,0.0000,-5.6930,179.0630,0.2350
3222,9383,0.0680,0.4770,0.7360,0.0000,-3.2790,81.5750,0.2070
3223,9384,0.0002,0.6660,0.5410,0.0215,-4.5490,104.0360,0.6410
3224,9385,0.0143,0.5850,0.9720,0.0000,-4.4500,110.0060,0.5850
3225,9386,0.0619,0.7810,0.5260,0.0000,-6.9850,94.9920,0.6620
3226,9387,0.0038,0.8660,0.6060,0.0000,-4.7620,119.9910,0.8380
3227,9388,0.1190,0.4730,0.7770,0.0001,-3.6980,136.2490,0.2100
3228,9389,0.0111,0.4520,0.7940,0.0018,-5.1510,137.8250,0.2820
3229,9390,0.0291,0.6410,0.9220,0.0000,-4.4570,146.0780,0.8470
3230,9391,0.2340,0.5740,0.5120,0.0000,-6.6640,76.8990,0.5120
3231,9392,0.3460,0.7780,0.5470,0.0003,-7.2730,95.0020,0.4410
3232,9393,0.9320,0.6120,0.2800,0.0000,-8.6480,72.7950,0.3870
3233,9394,0.0249,0.4790,0.9330,0.0000,-3.3470,148.0180,0.9130
3234,9395,0.0064,0.5600,0.7560,0.0000,-4.8170,179.7710,0.4040
3235,9396,0.0490,0.7260,0.6980,0.0000,-4.1650,143.9940,0.8670
3236,9397,0.7790,0.6850,0.4740,0.0000,-9.1050,79.9910,0.3600
3237,9398,0.9380,0.6210,0.3060,0.0001,-9.7800,111.9260,0.0853
3238,9399,0.0426,0.7940,0.8110,0.0000,-8.9660,116.0470,0.8620
3239,9400,0.1120,0.6360,0.4360,0.0000,-9.5240,84.8040,0.3310
3240,9401,0.0059,0.4990,0.4670,0.0000,-6.7440,76.7600,0.6370
3241,9402,0.0088,0.6130,0.6220,0.0000,-5.7940,80.0030,0.4840
3242,9403,0.4070,0.5300,0.4220,0.0000,-6.2620,119.9640,0.3490
3243,9404,0.0038,0.5320,0.7830,0.0012,-5.6970,124.0800,0.6430
3244,9405,0.1030,0.7950,0.5960,0.0000,-3.7990,101.9850,0.3570
3245,9406,0.0481,0.8850,0.4470,0.0131,-8.8860,129.9560,0.7440
3246,9407,0.0183,0.8010,0.4780,0.0002,-7.7760,144.0150,0.1870
3247,9408,0.0219,0.7700,0.6840,0.0001,-6.8540,130.0300,0.4790
3248,9409,0.0376,0.5230,0.7800,0.0000,-3.3780,128.0030,0.1870
3249,9410,0.4520,0.8250,0.4350,0.6090,-9.5820,119.0380,0.2430
3250,9411,0.1120,0.6120,0.8400,0.0000,-3.1450,129.0420,0.4380
3251,9412,0.0012,0.5530,0.7210,0.0000,-4.8350,91.9830,0.4100
3252,9413,0.0095,0.7110,0.9060,0.0000,-2.6710,125.9160,0.8240
3253,9414,0.0002,0.6530,0.8220,0.0047,-4.8570,117.9490,0.7620
3530,9692,0.3290,0.4700,0.4310,0.0000,-6.1290,157.9800,0.2890
3531,9693,0.1570,0.5320,0.8690,0.0051,-5.0940,159.8030,0.4220
3532,9694,0.0123,0.6670,0.8300,0.0000,-5.7150,113.0300,0.7010
3533,9695,0.4140,0.7480,0.5240,0.0000,-5.5990,95.0100,0.6610
3534,9696,0.0472,0.6280,0.6980,0.0014,-5.6080,89.9760,0.7320
3535,9697,0.2870,0.7650,0.4730,0.0000,-5.8290,119.9920,0.3400
3536,9698,0.1100,0.6710,0.3140,0.0000,-8.0910,110.8980,0.2960
3537,9699,0.0215,0.6880,0.7020,0.0000,-4.7920,94.0060,0.7400
3538,9700,0.0370,0.6730,0.7900,0.0000,-4.6630,102.0130,0.7050
3539,9701,0.1030,0.8030,0.5850,0.0000,-5.8610,105.0170,0.5930
3540,9702,0.1990,0.6300,0.9280,0.1240,-2.7870,123.9630,0.4650
3541,9703,0.1560,0.7740,0.7640,0.0000,-5.4450,118.9970,0.9120
3542,9704,0.0667,0.8190,0.5430,0.0000,-8.2770,112.1070,0.2450
3543,9705,0.0084,0.6450,0.7130,0.0000,-5.3550,74.9890,0.5660
3544,9706,0.0841,0.7320,0.3960,0.0000,-9.3480,90.0240,0.5480
3545,9707,0.1040,0.5880,0.7020,0.0000,-4.2710,124.9090,0.4290
3546,9708,0.0152,0.7460,0.7540,0.0000,-6.6810,149.8820,0.7640
3547,9709,0.0035,0.9030,0.6200,0.0001,-8.0940,134.9600,0.5390
3548,9710,0.0736,0.6080,0.7980,0.0000,-5.0920,92.9430,0.5010
3549,9711,0.0356,0.6880,0.5320,0.0000,-8.3610,164.0680,0.5650
3550,9712,0.0435,0.7130,0.8020,0.0038,-7.0550,100.0010,0.3430
3551,9713,0.1300,0.7480,0.8190,0.0000,-4.0320,110.6450,0.7920
3552,9714,0.0573,0.8040,0.6480,0.0000,-7.8050,117.9830,0.3920
3553,9715,0.3370,0.7220,0.3310,0.2830,-7.7890,143.9740,0.1020
3554,9716,0.5900,0.8450,0.5670,0.0014,-8.1180,125.0200,0.7930
3555,9717,0.0861,0.3560,0.5670,0.0000,-7.0110,135.5530,0.1090
3556,9718,0.0114,0.6320,0.7010,0.0000,-5.9210,162.9580,0.4970
3557,9719,0.2360,0.8860,0.5250,0.0000,-7.3900,145.9900,0.7080
3558,9720,0.2220,0.7650,0.3560,0.0000,-5.5560,97.0010,0.1900
3559,9721,0.0408,0.6480,0.7380,0.0000,-5.8830,159.1450,0.6030
3560,9722,0.0030,0.8080,0.3960,0.9250,-4.9670,142.0020,0.8880
3561,9723,0.6870,0.4920,0.2750,0.0000,-13.4000,92.6000,0.1800
3562,9724,0.0844,0.3760,0.8100,0.0000,-4.0030,123.9090,0.3400
3563,9725,0.0225,0.6730,0.6140,0.0000,-4.0080,97.9990,0.4460
3564,9726,0.0773,0.6070,0.4760,0.0000,-11.0760,122.9760,0.3470
3565,9727,0.4000,0.6300,0.5300,0.0000,-7.2590,108.0380,0.4170
3566,9728,0.4170,0.6650,0.6200,0.0000,-5.4300,91.0080,0.4510
3567,9729,0.8180,0.5460,0.3110,0.0000,-10.3960,147.4640,0.2460
3568,9730,0.0224,0.8270,0.6580,0.0000,-3.8460,115.0160,0.5230
3569,9731,0.0290,0.8040,0.7540,0.0008,-5.2510,125.0060,0.5770
3570,9732,0.0784,0.4760,0.7180,0.0000,-5.3090,199.8640,0.1420
3571,9733,0.0235,0.4640,0.7710,0.0000,-4.5030,158.7770,0.6900
3572,9734,0.3790,0.5260,0.6750,0.0000,-3.9890,78.0000,0.5370
3573,9735,0.6210,0.7280,0.5630,0.0000,-8.0530,100.0170,0.3520
3574,9736,0.0161,0.6360,0.7270,0.0000,-5.8520,107.9880,0.3580
3575,9737,0.6150,0.6000,0.4120,0.0025,-9.3430,113.0490,0.4080
3576,9738,0.1080,0.5300,0.4330,0.0000,-10.5980,160.1400,0.2740
3577,9739,0.0026,0.6180,0.7170,0.0000,-5.7380,190.0500,0.6030
3578,9740,0.2030,0.4100,0.7260,0.0000,-3.8450,77.2260,0.5520
3579,9741,0.0155,0.8030,0.4920,0.0000,-7.1770,111.0010,0.4930
3580,9742,0.1570,0.8950,0.6810,0.0000,-5.2670,121.9180,0.5540
3581,9743,0.1650,0.6810,0.5940,0.0000,-7.0280,186.0540,0.5350
3582,9744,0.0173,0.9160,0.5710,0.0000,-8.2410,103.5210,0.4980
3583,9745,0.4410,0.4430,0.5580,0.0000,-5.4360,116.8380,0.2480
3584,9746,0.0696,0.4800,0.6820,0.0000,-4.9400,167.9390,0.5060
3585,9747,0.0962,0.9340,0.6940,0.0000,-5.8490,123.8290,0.8350
3586,9748,0.0183,0.6120,0.9210,0.0000,-2.8790,139.9860,0.4530
3587,9749,0.4060,0.5850,0.4130,0.0000,-9.3190,165.9570,0.3770
3588,9750,0.2210,0.6770,0.5770,0.0000,-7.6710,130.0500,0.3290
3589,9751,0.2430,0.6730,0.6240,0.0000,-5.4150,124.0430,0.3820
3590,9752,0.1750,0.3760,0.6620,0.0007,-6.1240,107.2090,0.2360
3591,9753,0.2550,0.5020,0.7860,0.0000,-4.3780,169.0210,0.7390
3592,9754,0.0016,0.7760,0.6620,0.0000,-7.0160,152.9270,0.3240
3593,9755,0.0118,0.6880,0.5410,0.0000,-8.1280,95.1090,0.2470
3594,9756,0.9420,0.5360,0.1100,0.0011,-17.4930,129.9350,0.1690
3595,9757,0.1240,0.7020,0.7700,0.0000,-5.4160,107.9510,0.5930
